,LIWC_neg,LIWC_pos,SentiWordNet_neg,SentiWordNet_pos,GI_neg,GI_pos,SenticNet_neg,SenticNet_pos,ANEW,EL,Source
expressive,0.0,0.0,0.125,0.375,,,-0.34,0.0,,6.7,2021a
extra,0.0,0.0,0.0,0.0,,,0.0,0.076,,,2021a
extravagant,0.0,0.0,0.375,0.125,1.0,0.0,-0.85,0.0,,5.97,2021a
extraverted,0.0,0.0,0.125,0.125,,,,,,,2021a
extreme,0.0,0.0,0.0,0.125,,,,,,4.28,2021a
extrovert,0.0,0.0,0.0,0.0,,,0.0,0.229,,,2021a
extroverted,0.0,0.0,0.0,0.0,,,,,,,2021a
fabulous,0.0,1.0,0.125,0.875,0.0,1.0,,,,7.8,2021a
fair,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.129,,,2021a
fake,1.0,0.0,0.5,0.125,1.0,0.0,-0.81,0.0,,1.71,2021a
family,0.0,0.0,0.0,0.0,,,0.0,0.883,7.65,,2021a
family_man,0.0,0.0,0.0,0.125,,,,,,,2021a
family_member,0.0,0.0,0.0,0.0,,,-0.64,0.0,,,2021a
famous,0.0,0.0,0.0,0.375,0.0,1.0,0.0,0.919,6.98,6.88,2021a
fan,0.0,0.0,0.0,0.0,,,0.0,0.114,,,2021a
fanatic,0.0,0.0,0.125,0.125,1.0,0.0,-0.35,0.0,,,2021a
fancy,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,,,2021a
farmer,0.0,0.0,0.0,0.0,,,0.0,0.875,,,2021a
fashion,0.0,0.0,0.0,0.0,,,0.0,0.046,,,2021a
fashion_conscious,0.0,0.0,0.0,0.0,,,,,,,2021a
fashion_designer,0.0,0.0,0.0,0.0,,,0.0,0.046,,,2021a
fashion_forward,0.0,0.0,0.0,0.0,,,,,,,2021a
fashionable,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.442,,6.86,2021a
fashionist,0.0,0.0,0.0,0.0,,,,,,,2021a
fashionista,0.0,0.0,0.0,0.0,,,0.0,0.858,,,2021a
fast,0.0,0.0,0.0,0.0,,,0.0,0.145,,,2021a
fat,0.0,0.0,0.0,0.0,1.0,0.0,-0.98,0.0,2.28,,2021a
father,0.0,0.0,0.0,0.0,,,0.0,0.324,7.08,,2021a
fearless,0.0,1.0,0.125,0.25,0.0,1.0,0.0,0.283,,7.08,2021a
female,0.0,0.0,0.0,0.0,,,,,,,2021a
feminine,0.0,0.0,0.0,0.0,,,-0.24,0.0,,,2021a
feminist,0.0,0.0,0.0,0.0,,,,,,,2021a
figure,0.0,0.0,0.0,0.0,,,,,,,2021a
financially,0.0,0.0,0.0,0.0,,,0.0,0.08,,,2021a
finder,0.0,0.0,0.0,0.0,,,,,,,2021a
fine,0.0,1.0,0.125,0.0,0.0,1.0,0.0,0.9,,,2021a
fit,0.0,0.0,0.5,0.0,0.0,1.0,,,,,2021a
fitness,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.17,,,2021a
flamboyant,0.0,0.0,0.0,0.0,,,-0.17,0.0,,,2021a
flashy,0.0,0.0,0.5,0.0,0.0,1.0,-0.75,0.0,,,2021a
flexible,0.0,1.0,0.0,0.375,0.0,1.0,0.0,0.9,,,2021a
flirtatious,0.0,1.0,0.0,0.25,,,,,,,2021a
flirty,0.0,1.0,0.0,0.0,,,,,,,2021a
focused,0.0,0.0,0.0,0.125,,,,,,,2021a
follower,0.0,0.0,0.0,0.0,,,0.0,0.287,,,2021a
following,0.0,0.0,0.0,0.0,,,,,,,2021a
foodie,0.0,0.0,0.0,0.375,,,0.0,0.24,,,2021a
fool,1.0,0.0,0.0,0.625,1.0,0.0,-0.84,0.0,,1.75,2021a
foolish,1.0,0.0,0.0,0.625,1.0,0.0,-0.64,0.0,,1.91,2021a
football_player,0.0,0.0,0.0,0.0,,,,,,,2021a
foreigner,0.0,0.0,0.0,0.0,,,-0.18,0.0,,,2021a
forward,0.0,0.0,0.0,0.0,0.0,1.0,,,,,2021a
freak,1.0,0.0,0.125,0.0,1.0,0.0,-0.87,0.0,,,2021a
free,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9,8.26,,2021a
free_spirit,0.0,0.0,0.0,0.375,,,,,,,2021a
freethinker,0.0,1.0,0.0,0.0,,,-0.12,0.0,,,2021a
fresh,0.0,0.0,0.625,0.375,0.0,1.0,0.0,0.795,,7.2,2021a
friend,0.0,0.0,0.0,0.125,0.0,1.0,0.0,0.298,7.74,,2021a
friendly,0.0,0.0,0.0,0.125,0.0,1.0,0.0,0.887,8.43,7.88,2021a
frivolous,0.0,0.0,0.75,0.0,1.0,0.0,-0.18,0.0,,,2021a
frugal,0.0,0.0,0.25,0.0,0.0,1.0,0.0,0.177,,,2021a
fun,0.0,1.0,0.0,0.375,0.0,1.0,0.0,0.858,8.37,7.84,2021a
funloving,0.0,0.0,0.0,0.0,,,,,,,2021a
funny,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9,,,2021a
fussy,0.0,0.0,0.625,0.0,1.0,0.0,-0.81,0.0,,,2021a
gamer,0.0,0.0,0.5,0.0,,,,,,,2021a
gaudy,0.0,0.0,0.0,0.0,1.0,0.0,-0.76,0.0,,,2021a
gay,0.0,0.0,0.0,0.125,0.0,1.0,0.0,0.361,,,2021a
geek,1.0,0.0,0.25,0.0,,,-0.96,0.0,,,2021a
generous,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.936,,,2021a
genius,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.283,,,2021a
gentle,0.0,1.0,0.0,0.875,0.0,1.0,0.0,0.806,7.31,7.19,2021a
gentleman,0.0,0.0,0.0,0.125,,,0.0,0.036,,,2021a
genuine,0.0,0.0,0.636,0.364,0.0,1.0,0.0,0.194,,7.97,2021a
getter,0.0,0.0,0.0,0.0,,,,,,,2021a
girl,0.0,0.0,0.0,0.0,,,,,6.87,,2021a
girlfriend,0.0,0.0,0.0,0.0,,,-0.23,0.0,,,2021a
girly,0.0,0.0,0.0,0.0,,,0.0,0.006,,,2021a
glamorous,0.0,1.0,0.0,0.375,0.0,1.0,,,,7.47,2021a
global,0.0,0.0,0.375,0.0,,,,,,,2021a
goal,0.0,0.0,0.0,0.0,,,0.0,0.826,,,2021a
golfer,0.0,0.0,0.0,0.0,,,,,5.61,,2021a
good,0.0,1.0,0.0,0.5,0.0,1.0,0.0,0.191,7.47,,2021a
good_taste,0.0,0.0,0.0,0.0,,,,,,,2021a
goodlooking,0.0,0.0,0.0,0.0,,,,,,,2021a
goofy,0.0,0.0,0.0,0.0,,,-0.83,0.0,,,2021a
gorgeous,0.0,1.0,0.0,0.75,0.0,1.0,0.0,0.83,,7.81,2021a
graceful,0.0,1.0,0.125,0.5,0.0,1.0,0.0,0.817,,7.29,2021a
graduate,0.0,0.0,0.0,0.0,,,0.0,0.085,8.19,,2021a
grandma,0.0,0.0,0.0,0.0,,,0.0,0.804,,,2021a
grandpa,0.0,0.0,0.0,0.0,,,,,,,2021a
grandparent,0.0,0.0,0.0,0.0,,,0.0,0.81,,,2021a
great,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.857,,7.79,2021a
greedy,1.0,0.0,0.0,0.0,,,-0.1,0.0,,1.24,2021a
gregarious,0.0,0.0,0.0,0.0,,,,,,,2021a
groomed,0.0,0.0,0.0,0.0,,,0.0,0.373,,,2021a
grounded,0.0,0.0,0.0,0.0,,,,,,,2021a
gullible,0.0,0.0,0.25,0.5,1.0,0.0,0.0,0.05,,,2021a
guru,0.0,0.0,0.0,0.0,,,,,,,2021a
guy,0.0,0.0,0.0,0.0,,,,,,,2021a
gym,0.0,0.0,0.0,0.0,,,,,,,2021a
gym_rat,0.0,0.0,0.0,0.0,,,,,,,2021a
gymgoer,0.0,0.0,0.0,0.0,,,,,,,2021a
gymnast,0.0,0.0,0.0,0.0,,,0.0,0.931,6.35,,2021a
handsome,0.0,1.0,0.0,0.625,0.0,1.0,0.0,0.948,7.93,7.97,2021a
happy,0.0,1.0,0.0,0.875,0.0,1.0,0.0,0.225,8.21,7.89,2021a
hard,0.0,0.0,0.75,0.0,1.0,0.0,0.0,0.059,5.22,2.84,2021a
hard_worker,0.0,0.0,0.125,0.0,,,-0.07,0.0,,,2021a
hardworking,0.0,0.0,0.375,0.25,,,,,,7.28,2021a
haughty,0.0,0.0,0.25,0.625,1.0,0.0,-0.82,0.0,,,2021a
health,0.0,0.0,0.0,0.625,0.0,1.0,0.0,0.25,6.81,,2021a
health_conscious,0.0,0.0,0.0,0.0,,,,,,,2021a
healthy,0.0,1.0,0.0,0.75,0.0,1.0,0.0,0.062,,8.22,2021a
helper,0.0,1.0,0.0,0.0,,,0.0,0.736,,,2021a
helpful,0.0,1.0,0.0,0.25,0.0,1.0,-0.94,0.0,,7.52,2021a
hero,0.0,1.0,0.125,0.5,0.0,1.0,0.0,0.9,,8.0,2021a
high,0.0,0.0,0.0,0.125,,,0.0,0.085,,,2021a
high_class,0.0,0.0,0.0,0.0,,,,,,,2021a
high_end,0.0,0.0,0.0,0.0,,,,,,,2021a
high_maintenance,0.0,0.0,0.0,0.0,,,,,,,2021a
high_society,0.0,0.0,0.0,0.0,,,,,,,2021a
high_status,0.0,0.0,0.0,0.5,,,0.0,0.288,,,2021a
higher,0.0,0.0,0.125,0.5,,,0.0,0.085,,,2021a
highschooler,0.0,0.0,0.0,0.0,,,,,,,2021a
hiker,0.0,0.0,0.0,0.0,,,,,,,2021a
hip,0.0,0.0,0.0,0.0,,,,,,,2021a
hippie,0.0,0.0,0.0,0.0,,,-0.17,0.0,,,2021a
hippy,0.0,0.0,0.0,0.0,,,-0.2,0.0,,,2021a
hipster,0.0,0.0,0.0,0.0,,,-0.96,0.0,,,2021a
hoarder,0.0,0.0,0.0,0.0,,,,,,,2021a
homebody,0.0,0.0,0.625,0.0,,,-0.78,0.0,,,2021a
homemaker,0.0,0.0,0.0,0.0,,,,,,,2021a
homosexual,0.0,0.0,0.0,0.125,,,0.0,0.361,,,2021a
honest,0.0,1.0,0.0,0.375,0.0,1.0,0.0,0.164,7.7,,2021a
hopeful,0.0,1.0,0.0,0.125,0.0,1.0,0.0,0.232,7.1,,2021a
hot,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.728,,,2021a
hound,0.0,0.0,0.0,0.0,,,-0.17,0.0,,,2021a
housewife,0.0,0.0,0.0,0.0,,,0.0,0.03,,,2021a
humble,0.0,0.0,0.375,0.0,0.0,1.0,-0.22,0.0,5.86,6.6,2021a
hungry,0.0,0.0,0.125,0.125,1.0,0.0,0.0,0.821,3.58,,2021a
hunter,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.823,,,2021a
husband,0.0,0.0,0.0,0.0,,,,,,,2021a
hyper,0.0,0.0,0.0,0.0,,,0.0,0.756,,,2021a
icon,0.0,0.0,0.0,0.0,,,-0.01,0.0,,,2021a
idealistic,0.0,1.0,0.0,0.0,,,0.0,0.814,,,2021a
idiot,1.0,0.0,0.125,0.0,1.0,0.0,-0.06,0.0,3.16,0.83,2021a
idol,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.94,6.12,,2021a
ignorant,1.0,0.0,0.5,0.0,1.0,0.0,-0.64,0.0,,1.12,2021a
imaginative,0.0,0.0,0.0,0.375,0.0,1.0,0.0,0.842,,7.32,2021a
immature,0.0,0.0,0.125,0.0,1.0,0.0,-0.81,0.0,3.39,2.0,2021a
impatient,1.0,0.0,0.375,0.0,1.0,0.0,-0.83,0.0,,,2021a
important,0.0,1.0,0.0,0.875,0.0,1.0,0.0,0.9,,,2021a
impressionable,0.0,1.0,0.0,0.5,,,0.0,0.806,,,2021a
impressive,0.0,1.0,0.0,0.125,0.0,1.0,0.0,0.249,,7.48,2021a
inclined,0.0,0.0,0.125,0.5,,,,,,,2021a
independent,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.865,,,2021a
individual,0.0,0.0,0.0,0.0,,,0.0,0.082,,,2021a
individualist,0.0,0.0,0.0,0.0,,,-0.78,0.0,,,2021a
indulgent,0.0,0.0,0.25,0.5,,,-0.64,0.0,,,2021a
inexpensive,0.0,0.0,0.25,0.0,0.0,1.0,-0.82,0.0,,5.33,2021a
influencer,0.0,0.0,0.0,0.0,,,,,,,2021a
influential,0.0,0.0,0.0,0.125,,,0.0,0.337,,,2021a
informed,0.0,0.0,0.0,0.0,,,0.0,0.9,,,2021a
innovative,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.793,,7.85,2021a
innovator,0.0,0.0,0.0,0.0,,,0.0,0.768,,,2021a
insecure,1.0,0.0,0.375,0.125,1.0,0.0,-0.97,0.0,2.36,1.76,2021a
insightful,0.0,0.0,0.0,0.625,,,0.0,0.83,,7.16,2021a
inspiring,0.0,1.0,0.0,0.125,,,,,,8.11,2021a
instagram,0.0,0.0,0.0,0.0,,,,,,,2021a
instagrammer,0.0,0.0,0.0,0.0,,,,,,,2021a
instructor,0.0,0.0,0.0,0.0,,,,,,,2021a
intellect,0.0,1.0,0.0,0.375,0.0,1.0,-0.44,0.0,6.82,,2021a
intellectual,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.83,,,2021a
intelligent,0.0,1.0,0.0,0.25,0.0,1.0,0.0,0.74,,8.0,2021a
intense,0.0,0.0,0.25,0.125,,,0.0,0.9,,,2021a
interested,0.0,1.0,0.0,0.125,0.0,1.0,0.0,0.945,,,2021a
interesting,0.0,1.0,0.0,0.125,,,0.0,0.084,,,2021a
international,0.0,0.0,0.0,0.0,,,,,,,2021a
internet_user,0.0,0.0,0.0,0.0,,,,,,,2021a
intriguing,0.0,0.0,0.0,0.25,,,0.0,0.084,,7.23,2021a
introvert,0.0,0.0,0.0,0.0,,,-0.66,0.0,,,2021a
intuitive,0.0,0.0,0.0,0.0,,,-0.32,0.0,,,2021a
involved,0.0,0.0,0.0,0.0,,,,,,,2021a
jerk,1.0,0.0,0.0,0.125,1.0,0.0,-0.83,0.0,,1.25,2021a
jock,0.0,0.0,0.0,0.0,,,-0.64,0.0,,,2021a
jogger,0.0,0.0,0.0,0.0,,,,,,,2021a
joyful,0.0,1.0,0.625,0.125,0.0,1.0,0.0,0.819,8.22,8.15,2021a
judgmental,0.0,0.0,0.0,0.5,,,-0.04,0.0,,,2021a
junkie,0.0,0.0,0.0,0.0,,,-0.06,0.0,,,2021a
kid,0.0,0.0,0.0,0.0,0.0,1.0,,,,,2021a
kind,0.0,1.0,0.0,0.0,0.0,1.0,,,7.59,,2021a
knowledgable,0.0,0.0,0.0,0.0,,,0.0,0.254,,,2021a
knowledgeable,0.0,0.0,0.0,0.25,,,0.0,0.254,,7.71,2021a
known,0.0,0.0,0.0,0.0,,,,,,,2021a
lady,0.0,0.0,0.0,0.0,,,,,,,2021a
laidback,0.0,1.0,0.0,0.0,,,0.0,0.887,,5.68,2021a
lame,1.0,0.0,0.0,0.0,1.0,0.0,-0.88,0.0,,1.59,2021a
large,0.0,0.0,0.0,0.0,,,0.0,0.835,,,2021a
lavish,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.772,6.21,6.14,2021a
lawyer,0.0,0.0,0.0,0.0,,,,,,,2021a
lazy,1.0,0.0,0.0,0.0,1.0,0.0,-0.82,0.0,4.38,,2021a
leader,0.0,0.0,0.0,0.0,,,-0.9,0.0,7.63,,2021a
lean,0.0,0.0,0.0,0.0,,,-0.15,0.0,,,2021a
legend,0.0,0.0,0.0,0.0,,,0.0,0.9,6.39,,2021a
liberal,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.907,,,2021a
life,0.0,0.0,0.0,0.0,,,,,7.27,,2021a
light,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,,,2021a
lighthearted,0.0,0.0,0.0,0.625,,,0.0,0.895,,6.29,2021a
likable,0.0,0.0,0.375,0.125,0.0,1.0,0.0,0.77,,,2021a
like,0.0,0.0,0.0,0.125,0.0,1.0,,,,,2021a
likeable,0.0,1.0,0.375,0.125,,,0.0,0.293,,,2021a
liked,0.0,1.0,0.0,0.125,,,0.0,0.766,,7.59,2021a
limited,0.0,0.0,0.0,0.0,,,,,,,2021a
lively,0.0,1.0,0.0,0.5,0.0,1.0,0.0,0.27,7.2,7.16,2021a
logical,0.0,0.0,0.0,0.625,0.0,1.0,0.0,0.823,,,2021a
loner,1.0,0.0,0.0,0.0,1.0,0.0,,,,,2021a
loser,1.0,0.0,0.375,0.0,1.0,0.0,-0.12,0.0,2.25,0.86,2021a
loud,0.0,0.0,0.125,0.375,,,-0.64,0.0,,,2021a
lovable,0.0,0.0,0.0,0.625,,,0.0,0.9,,8.0,2021a
love,0.0,1.0,0.0,0.625,0.0,1.0,0.0,0.83,8.72,8.27,2021a
lovely,0.0,1.0,0.0,0.25,0.0,1.0,0.0,0.311,,7.92,2021a
lover,0.0,1.0,0.0,0.0,0.0,1.0,,,,,2021a
loving,0.0,1.0,0.0,0.5,,,0.0,0.287,,7.88,2021a
low,1.0,0.0,0.0,0.0,1.0,0.0,-0.79,0.0,,,2021a
low_class,0.0,0.0,0.0,0.0,,,,,,,2021a
low_income,0.0,0.0,0.0,0.0,,,-0.91,0.0,,,2021a
lower_class,0.0,0.0,0.0,0.0,,,,,,,2021a
loyal,0.0,1.0,0.0,0.5,0.0,1.0,0.0,0.907,7.55,,2021a
loyalist,0.0,0.0,0.0,0.0,,,-0.15,0.0,,,2021a
luxurious,0.0,0.0,0.0,0.625,0.0,1.0,0.0,0.13,,7.65,2021a
luxury,0.0,0.0,0.25,0.375,0.0,1.0,0.0,0.17,7.88,,2021a
mainstream,0.0,0.0,0.0,0.0,,,,,,,2021a
male,0.0,0.0,0.0,0.0,,,,,,,2021a
mall,0.0,0.0,0.0,0.0,,,,,,,2021a
man,0.0,0.0,0.0,0.0,,,,,6.73,,2021a
manager,0.0,0.0,0.0,0.0,,,,,,,2021a
manly,0.0,0.0,0.125,0.5,0.0,1.0,0.0,0.746,,,2021a
marketer,0.0,0.0,0.0,0.0,,,,,,,2021a
married,0.0,0.0,0.0,0.0,,,0.0,0.116,,,2021a
masculine,0.0,0.0,0.0,0.0,,,0.0,0.094,,,2021a
materialist,0.0,0.0,0.0,0.375,,,-0.23,0.0,,,2021a
materialistic,0.0,0.0,0.125,0.5,,,0.0,0.764,,,2021a
mature,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,,6.63,2021a
mean,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.24,2021a
mediocre,0.0,0.0,0.778,0.222,1.0,0.0,-0.73,0.0,,3.21,2021a
medium,0.0,0.0,0.0,0.0,,,0.0,0.171,,,2021a
mellow,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.928,,6.33,2021a
member,0.0,0.0,0.0,0.0,,,,,,,2021a
men,0.0,0.0,0.0,0.0,,,,,,,2021a
metrosexual,0.0,0.0,0.0,0.0,,,,,,,2021a
middle,0.0,0.0,0.0,0.0,,,,,,,2021a
middle_age,0.0,0.0,0.0,0.375,,,,,,,2021a
middle_aged,0.0,0.0,0.0,0.0,,,,,,,2021a
middle_class,0.0,0.0,0.0,0.0,,,,,,,2021a
millennial,0.0,0.0,0.0,0.0,,,,,,,2021a
millionaire,0.0,0.0,0.0,0.0,,,0.0,0.916,8.03,,2021a
minded,0.0,0.0,0.5,0.0,,,,,,,2021a
mindful,0.0,0.0,0.0,0.625,0.0,1.0,0.0,0.286,,,2021a
minimalist,0.0,0.0,0.0,0.0,,,-0.35,0.0,,,2021a
mobile,0.0,0.0,0.0,0.0,,,,,,,2021a
model,0.0,0.0,0.0,0.0,,,0.0,0.818,,,2021a
modern,0.0,0.0,0.0,0.0,,,0.0,0.894,,,2021a
modernist,0.0,0.0,0.0,0.0,,,0.0,0.255,,,2021a
modest,0.0,0.0,0.375,0.5,0.0,1.0,-0.84,0.0,5.76,6.36,2021a
mogul,0.0,0.0,0.0,0.0,,,,,,,2021a
mom,0.0,0.0,0.0,0.875,,,,,,,2021a
money,0.0,0.0,0.0,0.0,,,0.0,0.065,7.59,,2021a
moral,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.809,6.2,,2021a
moron,1.0,0.0,0.125,0.0,,,-0.88,0.0,,0.9,2021a
mother,0.0,0.0,0.0,0.0,,,,,8.39,,2021a
motivated,0.0,0.0,0.0,0.0,0.0,1.0,,,,,2021a
mover,0.0,0.0,0.0,0.0,,,,,,,2021a
moving,0.0,0.0,0.0,0.0,,,0.0,0.9,,,2021a
muscular,0.0,0.0,0.0,0.0,,,0.0,0.843,6.82,6.24,2021a
musician,0.0,0.0,0.0,0.0,,,0.0,0.004,,,2021a
mysterious,0.0,0.0,0.375,0.5,,,0.0,0.9,,,2021a
naive,0.0,0.0,0.125,0.625,1.0,0.0,-0.82,0.0,,2.82,2021a
narcissist,0.0,0.0,0.0,0.5,,,-0.66,0.0,,,2021a
narcissistic,0.0,0.0,0.0,0.25,,,-0.17,0.0,,,2021a
natural,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.333,6.59,6.36,2021a
naturalist,0.0,0.0,0.0,0.0,,,-0.25,0.0,,,2021a
nature,0.0,0.0,0.0,0.5,,,0.0,0.83,7.65,,2021a
neat,0.0,1.0,0.375,0.5,0.0,1.0,0.0,0.164,,6.39,2021a
needy,1.0,0.0,0.0,0.0,1.0,0.0,-0.24,0.0,,,2021a
neighbor,0.0,0.0,0.0,0.0,,,,,,,2021a
nerd,1.0,0.0,0.5,0.0,,,0.0,0.9,,,2021a
nerdy,1.0,0.0,0.0,0.0,,,,,,,2021a
new,0.0,0.0,0.0,0.375,,,0.0,0.9,,,2021a
nice,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.123,6.55,7.76,2021a
nice_guy,0.0,0.0,0.0,0.0,,,0.0,0.7,,,2021a
nonconformist,0.0,0.0,0.625,0.0,,,,,,,2021a
normal,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,,,2021a
normie,0.0,0.0,0.0,0.0,,,,,,,2021a
northerner,0.0,0.0,0.0,0.0,,,-0.14,0.0,,,2021a
nostalgic,0.0,0.0,0.75,0.0,,,-0.12,0.0,,5.52,2021a
nurse,0.0,0.0,0.0,0.0,0.0,1.0,,,6.08,,2021a
nut,0.0,0.0,0.125,0.0,,,0.0,0.316,,,2021a
obese,0.0,0.0,0.25,0.25,,,-0.97,0.0,,,2021a
oblivious,0.0,0.0,0.25,0.125,,,,,,,2021a
obnoxious,1.0,0.0,0.625,0.0,1.0,0.0,,,3.5,1.6,2021a
obsessed,1.0,0.0,0.0,0.0,,,,,,,2021a
odd,0.0,0.0,0.375,0.5,1.0,0.0,-0.2,0.0,4.82,,2021a
office_worker,0.0,0.0,0.0,0.0,,,,,,,2021a
old,0.0,0.0,0.0,0.0,,,-0.81,0.0,,,2021a
old_fashioned,0.0,0.0,0.0,0.0,,,0.0,0.826,,,2021a
older,0.0,0.0,0.0,0.5,,,0.0,0.259,,,2021a
online,0.0,0.0,0.0,0.0,,,,,,,2021a
open,0.0,0.0,0.0,0.0,0.0,1.0,,,,,2021a
openminded,0.0,1.0,0.0,0.0,,,,,,,2021a
opportunistic,0.0,1.0,0.0,0.125,,,-0.45,0.0,,,2021a
optimist,0.0,0.0,0.0,0.0,,,0.0,0.85,,,2021a
optimistic,0.0,1.0,0.25,0.5,0.0,1.0,0.0,0.346,,,2021a
ordinary,0.0,0.0,0.0,0.0,,,-0.93,0.0,,,2021a
organized,0.0,0.0,0.0,0.0,,,0.0,0.166,,7.09,2021a
organizer,0.0,0.0,0.0,0.0,,,,,,,2021a
oriented,0.0,0.0,0.0,0.0,,,,,,,2021a
original,0.0,1.0,0.0,0.0,,,0.0,0.446,,,2021a
ostentatious,0.0,0.0,0.0,0.0,,,-0.9,0.0,,,2021a
outdated,0.0,0.0,0.75,0.0,,,-0.44,0.0,,2.76,2021a
outdoor,0.0,0.0,0.0,0.125,,,0.0,0.906,,,2021a
outdoorsman,0.0,0.0,0.0,0.0,,,0.0,0.772,,,2021a
outdoorsy,0.0,0.0,0.0,0.375,,,0.0,0.906,,,2021a
outgoing,0.0,1.0,0.125,0.0,0.0,1.0,-0.9,0.0,,,2021a
outside,0.0,0.0,0.0,0.0,,,,,,,2021a
outsider,0.0,0.0,0.625,0.0,1.0,0.0,-0.02,0.0,,,2021a
outspoken,0.0,0.0,0.25,0.125,,,0.0,0.712,,,2021a
overachiever,0.0,0.0,0.0,0.5,,,0.0,0.833,,,2021a
overweight,0.0,0.0,0.0,0.0,,,-0.45,0.0,,2.21,2021a
owner,0.0,0.0,0.0,0.0,,,,,,,2021a
paid,0.0,0.0,0.0,0.0,,,0.0,0.9,,,2021a
parent,0.0,0.0,0.0,0.0,,,,,,,2021a
particular,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.257,,,2021a
partier,0.0,1.0,0.0,0.0,,,,,,,2021a
passionate,0.0,1.0,0.375,0.375,0.0,1.0,0.0,0.338,,7.5,2021a
peaceful,0.0,1.0,0.0,0.25,0.0,1.0,0.0,0.194,,7.84,2021a
penny_pincher,0.0,0.0,0.0,0.375,,,,,,,2021a
people,0.0,0.0,0.0,0.0,,,,,7.33,,2021a
peppy,0.0,0.0,0.0,0.375,,,0.0,0.27,,6.32,2021a
perfect,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.867,,8.21,2021a
perfectionist,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.829,,,2021a
persistent,0.0,0.0,0.125,0.0,,,-0.9,0.0,,,2021a
personable,0.0,0.0,0.0,0.625,,,0.0,0.764,,6.82,2021a
personal_trainer,0.0,0.0,0.0,0.0,,,0.0,0.17,,,2021a
personality,0.0,0.0,0.125,0.0,,,-0.66,0.0,,,2021a
petite,0.0,0.0,0.0,0.0,,,-0.92,0.0,,,2021a
physically_fit,0.0,0.0,0.0,0.0,,,,,,,2021a
picky,0.0,0.0,0.125,0.125,,,,,,,2021a
pioneer,0.0,0.0,0.0,0.0,,,0.0,0.768,,,2021a
player,0.0,0.0,0.0,0.0,,,,,,,2021a
playful,0.0,1.0,0.375,0.625,0.0,1.0,0.0,0.198,,7.08,2021a
pleasant,0.0,1.0,0.125,0.625,0.0,1.0,0.0,0.784,,7.29,2021a
police,0.0,0.0,0.0,0.0,,,,,,,2021a
polished,0.0,0.0,0.0,0.0,,,0.0,0.17,,,2021a
polite,0.0,1.0,0.0,0.5,0.0,1.0,0.0,0.283,,,2021a
politician,0.0,0.0,0.0,0.0,,,,,,,2021a
pompous,0.0,0.0,0.625,0.125,1.0,0.0,-0.81,0.0,,,2021a
poor,1.0,0.0,0.0,0.0,1.0,0.0,-0.38,0.0,,1.67,2021a
popular,0.0,1.0,0.0,0.125,0.0,1.0,0.0,0.728,,7.04,2021a
poser,0.0,0.0,0.0,0.0,,,-0.19,0.0,,,2021a
poseur,0.0,0.0,0.0,0.0,,,-0.19,0.0,,,2021a
posh,0.0,0.0,0.0,0.375,,,0.0,0.856,,,2021a
positive,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.346,,,2021a
powerful,0.0,0.0,0.0,0.25,,,0.0,0.9,6.84,6.93,2021a
practical,0.0,0.0,0.0,0.125,0.0,1.0,0.0,0.17,,6.35,2021a
prep,0.0,0.0,0.0,0.0,,,,,,,2021a
prepared,0.0,0.0,0.0,0.0,,,,,,,2021a
preppy,0.0,0.0,0.0,0.0,,,0.0,0.858,,,2021a
president,0.0,0.0,0.0,0.0,,,,,,,2021a
prestigious,0.0,0.0,0.0,0.75,,,0.0,0.333,,,2021a
pretender,0.0,0.0,0.0,0.0,,,-0.45,0.0,,,2021a
pretentious,0.0,0.0,0.125,0.375,1.0,0.0,-0.81,0.0,,1.79,2021a
pretty,0.0,1.0,0.125,0.875,0.0,1.0,,,7.75,,2021a
